Match No.,Mean Radius 1 (um),Mean Radius 2 (um),RadiusDiff (um),RadiusDiff (%),Length1 (mm),Length2 (mm),LengthDiff (mm),Level1,Level2,Distance1 (mm),Distance2 (mm),DistanceDiff (mm)
0,1517.52536,1752.16591,234.64055,15.46205,9.89025,7.75097,-2.13928,0,0,0.0,0.0,0.0
1,1346.88639,1545.93222,199.04583,14.77822,11.15832,10.07431,-1.08401,1,1,8.38952,6.9947,-1.39483
2,1388.9245,1417.57665,28.65215,2.0629,7.08026,7.73516,0.65489,2,2,15.94054,15.69049,-0.25006
3,919.64806,868.86213,-50.78593,-5.52232,21.55476,22.71226,1.1575,3,3,22.25798,22.23806,-0.01992
4,1272.03758,1326.73526,54.69768,4.3,23.42255,22.03471,-1.38784,3,3,22.25798,22.23806,-0.01992
5,837.913,811.74616,-26.16684,-3.12286,38.34938,33.93063,-4.41876,3,4,33.31968,33.92605,0.60636
6,1198.38734,1312.14971,113.76238,9.49296,28.95758,28.29734,-0.66024,4,4,35.46233,35.38985,-0.07248
7,777.89542,762.83352,-15.06191,-1.93624,15.41928,22.05608,6.63681,4,4,41.60378,41.55428,-0.0495
8,1199.56359,1210.81352,11.24993,0.93783,10.07417,15.60873,5.53455,5,5,45.34399,45.03254,-0.31145
9,890.22,856.88134,-33.33866,-3.74499,13.83696,13.76384,-0.07312,5,5,45.34399,45.03254,-0.31145
10,1144.6433,1032.11739,-112.52591,-9.83065,4.61275,0.54127,-4.07148,6,6,44.65128,45.66137,1.01009
11,690.7619,665.75261,-25.00929,-3.62054,38.95842,35.84898,-3.10944,5,6,44.8583,44.71044,-0.14786
12,777.47811,781.00849,3.53037,0.45408,63.00791,62.3181,-0.68982,7,6,44.95426,45.48888,0.53462
