Match No.,Mean Radius 1 (um),Mean Radius 2 (um),RadiusDiff (um),RadiusDiff (%),Length1 (mm),Length2 (mm),LengthDiff (mm),Level1,Level2,Distance1 (mm),Distance2 (mm),DistanceDiff (mm)
0,1034.38984,938.79215,-95.59769,-9.24194,14.9855,9.89372,-5.09178,0,0,0.0,0.0,0.0
1,1096.75417,873.42612,-223.32805,-20.36264,4.16283,5.0497,0.88687,1,1,11.6992,8.79609,-2.90311
2,1014.01527,718.82687,-295.1884,-29.11084,7.4021,10.6658,3.2637,1,2,15.39875,12.58279,-2.81596
3,906.8112,735.20124,-171.60997,-18.92455,5.18251,4.776,-0.40651,2,3,21.68233,21.3529,-0.32943
4,758.61966,651.82305,-106.79661,-14.07775,10.14608,11.06998,0.9239,2,3,21.68233,21.3529,-0.32943
5,884.54942,766.39689,-118.15254,-13.35737,14.03256,15.01358,0.98102,3,4,24.78853,23.94241,-0.84612
6,658.66928,612.95049,-45.71879,-6.94108,39.61218,39.44893,-0.16325,3,4,24.78853,23.94241,-0.84612
7,743.87006,652.24593,-91.62413,-12.31722,7.13563,7.04853,-0.0871,3,4,28.79518,28.47005,-0.32513
8,674.78427,623.39148,-51.39279,-7.61618,31.05769,31.76743,0.70974,3,4,28.79518,28.47005,-0.32513
9,733.96301,661.11008,-72.85292,-9.92597,15.08028,15.20942,0.12915,4,5,31.73453,30.8114,-0.92313
10,707.78765,608.66223,-99.12542,-14.00497,74.40442,77.92248,3.51806,4,5,31.73453,30.8114,-0.92313
11,566.23002,543.40391,-22.82611,-4.03124,21.83384,23.68945,1.85561,4,5,39.28258,37.41953,-1.86305
12,658.50965,593.18613,-65.32352,-9.9199,57.13127,56.51062,-0.62065,4,5,39.28258,37.41953,-1.86305
13,663.53822,617.97648,-45.56175,-6.86648,5.72533,6.16471,0.43937,4,5,29.23431,29.02041,-0.21389
14,526.12658,526.51323,0.38665,0.07349,14.48193,22.49033,8.0084,4,5,41.15119,39.29173,-1.85946
15,672.06707,563.40173,-108.66534,-16.16882,20.27267,22.8419,2.56923,4,5,41.15119,39.29173,-1.85946
16,709.31525,582.36799,-126.94726,-17.89716,30.43691,32.00605,1.56915,5,6,36.57093,35.17909,-1.39184
17,547.84174,531.0975,-16.74425,-3.0564,34.1632,45.23709,11.07389,5,6,36.57093,35.17909,-1.39184
18,450.32627,548.20422,97.87795,21.7349,7.29744,7.06488,-0.23256,4,6,50.7527,50.0381,-0.71459
19,422.98543,561.03569,138.05025,32.63712,5.096,2.54624,-2.54976,5,5,71.19455,69.83451,-1.36005
20,564.69711,529.1489,-35.54821,-6.29509,22.87433,27.84882,4.97449,5,6,24.84694,24.30363,-0.54332
21,534.01222,533.18412,-0.8281,-0.15507,33.52426,36.34519,2.82092,5,6,24.84694,24.30363,-0.54332
