Match No.,Mean Radius 1 (um),Mean Radius 2 (um),RadiusDiff (um),RadiusDiff (%),Length1 (mm),Length2 (mm),LengthDiff (mm),Level1,Level2,Distance1 (mm),Distance2 (mm),DistanceDiff (mm)
0,1230.85608,997.04424,-233.81184,-18.99587,3.53109,3.8409,0.30981,0,0,0.0,0.0,0.0
1,958.90338,836.65054,-122.25285,-12.74924,10.72451,17.56711,6.8426,1,0,3.11247,3.18198,0.06951
2,933.226,836.8372,-96.3888,-10.32856,5.32928,2.8597,-2.46958,2,1,11.51086,15.58244,4.07158
3,847.21172,775.20125,-72.01047,-8.4997,18.87777,19.78396,0.90619,2,1,11.51086,15.58244,4.07158
4,934.95325,817.04286,-117.91039,-12.61137,12.44427,12.05945,-0.38482,3,2,11.52714,15.55233,4.02519
5,445.22898,421.69003,-23.53895,-5.28693,66.50652,44.17353,-22.33299,3,2,11.52714,15.55233,4.02519
6,561.00728,513.96336,-47.04393,-8.38562,2.43916,2.71325,0.27409,3,2,18.58427,22.46386,3.87959
7,705.54243,701.48234,-4.06009,-0.57546,23.0213,23.91775,0.89645,3,2,18.58427,22.46386,3.87959
8,909.45758,760.69467,-148.76291,-16.35732,8.84157,10.56115,1.71958,4,2,20.47407,22.53053,2.05647
9,343.44336,451.18446,107.7411,31.37085,1.66421,0.5,-1.16421,4,2,20.23611,24.33233,4.09623
10,623.21072,582.83765,-40.37308,-6.47824,24.13751,27.43022,3.29271,4,3,23.42541,26.26904,2.84363
11,509.58093,480.89764,-28.68328,-5.6288,84.30994,89.13855,4.82861,4,3,23.42541,26.26904,2.84363
12,817.77836,749.53524,-68.24312,-8.34494,1.03657,1.31066,0.27409,5,3,25.66491,28.98922,3.32431
13,589.64745,575.80584,-13.8416,-2.34744,45.59815,46.49033,0.89218,5,3,25.66491,28.98922,3.32431
14,351.36302,476.0652,124.70218,35.49098,3.56681,9.58439,6.01758,5,2,20.68967,24.63356,3.94389
15,686.96797,553.46825,-133.49972,-19.43318,39.36713,41.76424,2.39711,5,4,34.63831,36.59576,1.95746
16,460.08661,452.82139,-7.26522,-1.5791,41.7528,44.3625,2.6097,5,4,34.63831,36.59576,1.95746
17,542.56562,550.53593,7.97031,1.469,42.64925,43.94744,1.29819,6,4,26.39721,29.97603,3.57883
18,557.71593,534.53431,-23.18162,-4.15653,53.83087,54.25689,0.42602,6,4,26.39721,29.97603,3.57883
19,650.38776,607.23272,-43.15505,-6.63528,21.51619,21.23492,-0.28127,6,4,46.24797,47.23412,0.98615
20,401.64841,506.80471,105.1563,26.18118,22.32344,23.32788,1.00444,6,4,46.24797,47.23412,0.98615
21,511.027,503.6791,-7.3479,-1.43787,15.53414,16.13957,0.60544,7,5,31.99219,34.1623,2.17011
22,487.00004,468.32319,-18.67684,-3.83508,32.74173,32.21046,-0.53127,7,5,31.99219,34.1623,2.17011
23,460.60242,459.23729,-1.36513,-0.29638,25.24636,26.83829,1.59193,7,5,43.73643,46.74933,3.01291
24,480.01075,492.9265,12.91575,2.69072,39.1877,36.30306,-2.88464,7,5,43.73643,46.74933,3.01291
25,494.89835,489.1513,-5.74705,-1.16126,9.5174,10.38343,0.86603,7,5,61.13663,61.89103,0.7544
26,533.92719,507.85134,-26.07585,-4.88378,12.70589,13.69427,0.98838,7,5,61.13663,61.89103,0.7544
27,453.66722,443.39259,-10.27463,-2.26479,6.18813,6.10337,-0.08475,7,6,37.30114,39.52215,2.22101
